Word,Probability
tài_trợ_vốn,0.000939723452812458
kỹ_thuật_số,0.0006712310377231843
tổng_cộng,0.0005369848301785474
dẫn_dắt,0.000939723452812458
hạn_mức,0.000939723452812458
trị_giá,0.0012082158679017317
một_vài,0.0005369848301785474
sắp,0.0013424620754463685
sáng_lập,0.0008054772452678212
kiêm,0.0008054772452678212
củng_cố,0.0008054772452678212
tư_cách,0.0006712310377231843
siêu,0.0006712310377231843
khắp,0.000939723452812458
phân_bổ,0.0004027386226339106
cựu,0.0006712310377231843
chọn,0.0008054772452678212
trọng_yếu,0.0006712310377231843
đầy,0.0008054772452678212
hoá,0.0005369848301785474
ngày_một,0.0006712310377231843
lớn_mạnh,0.0008054772452678212
mong_muốn,0.0012082158679017317
bản_địa_hóa,0.0004027386226339106
giờ,0.001879446905624916
kịp_thời,0.0012082158679017317
khác_biệt,0.0013424620754463685
cửa_hàng,0.0016109544905356424
one,0.0004027386226339106
stop,0.0004027386226339106
shop,0.0004027386226339106
trí_tuệ,0.002013693113169553
nhân_tạo,0.0006712310377231843
tài_trợ,0.0006712310377231843
nhắn_tin,0.0004027386226339106
ví,0.0006712310377231843
vô_vàn,0.0004027386226339106
trụ_sở_tại,0.0008054772452678212
dự_định,0.0005369848301785474
hiện_diện,0.0008054772452678212
nơi,0.0012082158679017317
sinh_viên,0.0006712310377231843
giải_quyết,0.0005369848301785474
điển_hình,0.0005369848301785474
thiếu_hụt,0.0004027386226339106
nhãn_hiệu,0.0004027386226339106
nhãn,0.0004027386226339106
bán_buôn,0.0004027386226339106
rót,0.0004027386226339106
đánh_dấu,0.000939723452812458
mối,0.0008054772452678212
quan_hệ,0.0004027386226339106
hợp_tác_chiến_lược,0.000939723452812458
đại_lý,0.0006712310377231843
toàn_quốc,0.0014767082829910056
thỏa_thuận,0.0012082158679017317
hỗ_trợ_giúp,0.0004027386226339106
phổ_biến,0.0008054772452678212
gian_hàng,0.0004027386226339106
dễ_dàng,0.0010739696603570949
hóa,0.0016109544905356424
theo_dõi,0.000939723452812458
hộ,0.0006712310377231843
chứng_tỏ,0.0008054772452678212
ấn_tượng,0.002013693113169553
tham_vọng,0.0004027386226339106
start,0.0004027386226339106
up,0.0004027386226339106
quà,0.0005369848301785474
tặng,0.0006712310377231843
hành_trình,0.0014767082829910056
trưởng_thành,0.000939723452812458
công_cuộc,0.0006712310377231843
đấu_tranh,0.0008054772452678212
góp,0.0006712310377231843
sức,0.001879446905624916
sự_nghiệp,0.0021479393207141898
hội_nhập,0.0013424620754463685
bản_lĩnh,0.0010739696603570949
ngừng,0.000939723452812458
trui_rèn,0.0004027386226339106
ngày_càng_tỏa,0.0004027386226339106
vững_chắc,0.0014767082829910056
thành_tích,0.0021479393207141898
vinh_dự,0.0017452006980802793
tặng_thưởng,0.0006712310377231843
danh_hiệu,0.0012082158679017317
cao_quý,0.0006712310377231843
ghi,0.0006712310377231843
son,0.0004027386226339106
chủ_lực,0.0013424620754463685
chủ_đạo,0.0006712310377231843
vững_vàng,0.0005369848301785474
gương_mẫu,0.0004027386226339106
nghiêm_túc_chấp_hành,0.0004027386226339106
khắc_phục,0.000939723452812458
bao_cấp,0.0004027386226339106
bứt_phá,0.0006712310377231843
thành_tựu,0.0010739696603570949
hết_sức,0.0008054772452678212
trực_thuộc,0.0006712310377231843
trao_tặng,0.0008054772452678212
phần_thưởng,0.0004027386226339106
trình,0.0008054772452678212
bền_bỉ,0.0004027386226339106
cống_hiến,0.0006712310377231843
suốt,0.0012082158679017317
to_lớn,0.0005369848301785474
kết_tinh,0.0012082158679017317
tinh_thần,0.0013424620754463685
sáng_tạo,0.0014767082829910056
ý_chí,0.0004027386226339106
quyết_tâm,0.0010739696603570949
lớp,0.0008054772452678212
thấm_đẫm,0.0006712310377231843
tư_duy,0.0004027386226339106
bản_sắc,0.000939723452812458
vô_giá,0.0004027386226339106
vững,0.0016109544905356424
đón_nhận,0.0008054772452678212
thời_cơ,0.0006712310377231843
kỷ_nguyên,0.0004027386226339106
cách_mạng,0.000939723452812458
tươi_sáng,0.0004027386226339106
quý_báu,0.0004027386226339106
hôm_nay,0.000939723452812458
thi_đua,0.0004027386226339106
phấn_đấu,0.0014767082829910056
tâm_huyết,0.0006712310377231843
dấu,0.000939723452812458
khắc_ghi,0.0004027386226339106
rực_rỡ,0.0004027386226339106
thăng_hoa,0.0004027386226339106
ấy,0.0004027386226339106
thế_kỷ,0.0004027386226339106
dựng,0.0004027386226339106
xây,0.0004027386226339106
công_sức,0.0004027386226339106
bao,0.0008054772452678212
chứa,0.0008054772452678212
tình_yêu,0.0004027386226339106
vạn,0.0004027386226339106
con_người,0.0008054772452678212
chinh_phục,0.0013424620754463685
đỉnh_cao,0.0008054772452678212
tư_tưởng,0.0004027386226339106
tình_cảm,0.0004027386226339106
đạo_đức,0.0004027386226339106
phẩm_chất,0.0004027386226339106
tài_năng,0.0004027386226339106
tiến_trình,0.0005369848301785474
tạo_dựng,0.0006712310377231843
chữ,0.0004027386226339106
tin_cậy,0.0005369848301785474
sử,0.0006712310377231843
hào_hùng,0.0004027386226339106
dân_tộc,0.0005369848301785474
sứ_mệnh,0.0006712310377231843
chi_viện,0.0004027386226339106
chủ_nghĩa,0.000939723452812458
cổ_phần_hóa,0.0004027386226339106
tiền_lệ,0.000939723452812458
nhà_nước_lớn,0.0004027386226339106
ra_công_chúng,0.0004027386226339106
chuyên_doanh,0.0004027386226339106
đối_ngoại,0.0006712310377231843
chuyển_mình,0.0005369848301785474
đa_năng,0.0004027386226339106
mạng_lưới,0.000939723452812458
chuyển_dịch,0.001879446905624916
đa,0.0008054772452678212
cột,0.0006712310377231843
bước_ngoặt,0.0004027386226339106
ký_kết,0.0006712310377231843
tạp_chí,0.0005369848301785474
tổ_chức_danh_tiếng,0.0004027386226339106
bình_chọn,0.0006712310377231843
tín_nhiệm,0.0013424620754463685
làm_nên,0.0004027386226339106
chuẩn_mực,0.000939723452812458
chuyên_nghiệp,0.0006712310377231843
trình_bày,0.0004027386226339106
tuân_thủ,0.0004027386226339106
thông_lệ,0.0005369848301785474
tiệm,0.0005369848301785474
cận,0.0005369848301785474
công_nhận,0.0010739696603570949
tài_chính_quốc_tế,0.0004027386226339106
kháng_chiến,0.0004027386226339106
vận_dụng,0.0004027386226339106
linh_hoạt,0.0010739696603570949
nghiệp_vụ,0.0005369848301785474
ngoại_tệ,0.0006712310377231843
điều_chuyển,0.0005369848301785474
viện_trợ,0.0004027386226339106
chiến_trường,0.0004027386226339106
tái_cơ_cấu,0.0005369848301785474
quyết_liệt,0.0008054772452678212
tổng_thể,0.0010739696603570949
sáng_kiến,0.0004027386226339106
nhận_thức,0.0008054772452678212
mô,0.0004027386226339106
thức,0.0004027386226339106
cam_go,0.0004027386226339106
đòi_hỏi,0.0005369848301785474
tìm_tòi,0.0004027386226339106
học_hỏi,0.0004027386226339106
tồn_tại,0.0004027386226339106
cốt_lõi,0.0010739696603570949
đồng_chí,0.0008054772452678212
trồng,0.000939723452812458
cây,0.0004027386226339106
phát_động,0.0006712310377231843
cây_xanh,0.0004027386226339106
xanh,0.0008054772452678212
phương_châm,0.0004027386226339106
hài,0.0004027386226339106
hòa,0.0006712310377231843
kèm,0.0004027386226339106
nền_móng,0.0004027386226339106
nhảy_vọt,0.0004027386226339106
mười,0.0004027386226339106
dấu_ấn,0.0006712310377231843
ngoạn_mục,0.0004027386226339106
thiết_lập,0.0006712310377231843
tiến,0.001879446905624916
xếp,0.0008054772452678212
thành_quả,0.000939723452812458
tự_hào,0.000939723452812458
phong_tặng,0.0004027386226339106
đức,0.0004027386226339106
gần_gũi,0.0004027386226339106
thông_cảm,0.0004027386226339106
sẻ,0.000939723452812458
